 -0.029599, 0.005821, 0.030194, -0.023551, 0.061042, -0.117028, 0.257851, -0.002128, -0.079028, -0.025536, -0.010304, 0.068825, 0.026427, 0.141279, -0.103485, 0.129102, 0.298473, -0.070566, -0.000810, 0.086197, 0.077679, 0.003665, -0.121726, -0.074864, -0.078324, -0.165664, 0.024054, 0.041806, -0.047520, -0.004943, -0.429202, 0.073316, -0.066108, 0.022596, 0.224437, -0.349116, -0.066924, 0.019932, 0.032537, -0.070987, 0.085149, -0.046533, 0.103023, -0.122915, 0.050669, -0.010493, 0.114267, 0.039965, 0.432906, 0.826268, -0.030730, 0.034750, -0.045649, 0.105205, 0.338468, -0.053426, 0.511198, -0.004231, -0.008227, -0.084383, -0.036785, -0.047172, -1.004114, -0.025435, 0.057188, -0.159475, -0.049343, 0.009603, 0.009044, -0.832196, -0.024223, -0.119428, 0.022348, -0.003208, 0.143713, -0.089211, 0.227780, -0.613129, 0.050668, -0.065667, 0.104161, 0.040710, 0.150212, -0.006680, 0.071508, 0.107303
 0.005625, -0.012465, 0.028202, 0.070743, 0.165478, -0.053013, 0.343281, -0.566065, 0.133328, 0.019406, 0.021397, 0.112647, 0.064915, 0.055310, -0.006622, 0.012902, -0.210219, 0.029790, 0.065890, 0.040512, 0.184263, -0.068516, 0.574175, -0.093565, 0.042721, 0.040855, 0.005103, 0.081319, 0.218061, -0.089822, 0.125482, 0.062662, 0.008912, 0.061712, 0.267337, 0.117294, -0.159213, -0.030443, 0.021324, 0.039620, 0.064374, -0.013431, -0.019772, 0.042319, 0.052497, 0.008542, 0.081990, 0.125582, -0.411023, 0.799346, 0.018791, 0.068347, 0.113316, 0.029679, 0.187939, -0.071730, -0.650300, -0.007467, 0.075852, 0.206496, 0.009218, 0.089016, 0.138925, -0.046853, 0.048511, 0.000931, 0.058388, 0.022487, 0.027457, 0.697322, -0.097237, -0.162503, 0.085340, 0.038465, 0.163569, -0.040852, -0.201892, 0.339047, 0.032375, -0.023142, 0.013506, 0.106734, -0.387682, -0.114003, 0.077994, 0.114694
 0.030854, -0.018584, 0.055797, 0.121364, 0.216521, -0.052749, 0.525356, -0.839813, 0.284289, 0.042984, 0.044097, 0.153795, 0.084102, 0.041655, 0.046801, -0.070757, -0.435293, 0.089742, 0.102027, 0.015199, 0.238605, -0.116517, 1.024123, -0.121001, 0.104618, 0.154399, -0.012610, 0.116379, 0.413942, -0.159490, 0.452397, 0.058188, 0.027634, 0.103876, 0.297800, 0.392670, -0.183199, -0.064403, 0.027145, 0.111641, 0.061857, 0.009223, -0.051847, 0.119145, 0.050878, 0.022719, 0.085598, 0.185450, -1.038824, 0.807038, 0.040375, 0.118730, 0.206359, -0.014001, 0.112964, -0.091589, -1.408277, -0.017707, 0.127551, 0.319840, 0.044415, 0.163100, 0.580016, -0.074168, 0.094374, 0.088163, 0.108329, 0.025548, 0.039641, 1.442387, -0.173326, -0.211369, 0.135955, 0.080493, 0.193792, 0.004864, -0.403927, 0.815838, 0.027079, 0.005962, -0.002942, 0.170256, -0.780164, -0.021458, 0.096740, 0.156428
 0.009011, 0.005993, 0.077570, 0.031261, 0.092740, -0.146829, 0.669238, -0.274226, 0.187836, 0.008221, 0.028128, 0.129641, 0.042352, 0.148319, -0.023200, 0.013018, 0.208024, 0.023459, 0.041051, 0.078178, 0.113747, -0.065967, 0.516189, -0.121867, -0.005022, -0.024375, -0.003112, 0.110827, 0.281516, -0.114342, 0.036238, 0.041314, -0.070961, 0.107689, 0.253220, 0.033195, -0.068858, -0.022097, 0.056706, 0.019570, 0.079087, -0.011163, 0.131750, -0.030164, 0.033079, 0.036739, 0.127660, 0.114759, -0.599119, 0.637334, -0.018683, 0.131069, 0.076852, 0.045908, 0.171416, -0.066059, -0.533118, -0.020654, 0.058954, -0.001831, 0.020412, 0.044991, -0.695917, -0.075815, 0.233447, -0.022405, 0.001355, 0.003299, 0.030111, -0.030055, -0.162329, -0.204461, 0.099527, 0.073137, 0.173445, 0.001895, 0.004232, -0.043697, 0.034623, -0.001510, 0.124796, 0.129592, -0.433729, 0.259628, 0.101448, 0.199131
 -0.044263, 0.037642, -0.007084, -0.128041, -0.140617, -0.173441, 0.510299, 0.573605, -0.022066, -0.034180, -0.007854, 0.011718, -0.028940, 0.192492, -0.123404, 0.209457, 1.278823, -0.082528, -0.062405, 0.214765, -0.126744, 0.042448, -0.557606, -0.057588, -0.168545, -0.324559, 0.040332, 0.082301, -0.044965, 0.044728, -0.649344, -0.040172, -0.168593, 0.063777, 0.126361, -0.569322, 0.047240, 0.080231, 0.071505, -0.186671, 0.059314, -0.055998, 0.362310, -0.193270, -0.009320, 0.087294, 0.100876, -0.068449, 0.495002, -0.160036, -0.112131, 0.044104, -0.161781, 0.136110, 0.104384, 0.055540, 1.341797, 0.004913, -0.075624, -0.402166, -0.047031, -0.143528, -2.200557, -0.026331, 0.369363, -0.159774, -0.144515, -0.030170, 0.006450, -2.117919, -0.022873, -0.092192, -0.020430, 0.004254, 0.027610, -0.041417, 0.527243, -1.231703, 0.003973, 0.001908, 0.239603, -0.051041, 0.458196, 0.185156, 0.042638, 0.138028
 -0.076101, 0.033887, -0.204810, -0.199013, -0.299887, 0.005650, -0.025049, 0.664709, -0.090874, -0.009910, -0.021513, -0.156560, -0.054871, 0.005160, -0.125501, 0.290069, 1.676554, -0.090109, -0.096651, 0.305905, -0.286142, 0.097516, -1.199717, 0.052397, -0.183371, -0.421249, 0.089078, 0.085614, -0.207932, 0.211762, -0.708456, -0.188061, -0.119144, 0.006194, -0.014900, -0.639178, 0.029981, 0.159401, 0.034320, -0.319702, -0.024065, -0.078157, 0.353858, -0.060093, -0.058270, 0.168234, -0.063105, -0.229038, 0.972844, -1.636935, -0.142841, -0.121631, -0.271889, 0.107748, -0.274711, 0.252676, 2.330746, 0.039712, -0.137109, -0.369504, -0.093841, -0.173297, -1.700731, 0.056819, 0.286269, -0.107097, -0.132571, -0.043921, -0.025971, -2.067703, 0.194958, 0.109787, -0.140794, -0.079008, -0.209624, -0.074312, 0.371598, -1.103618, -0.093709, 0.052221, 0.165556, -0.251735, 1.063264, -0.623341, -0.076289, -0.070349
 -0.053369, -0.014729, -0.338538, -0.119054, -0.275192, 0.263873, -0.564035, -0.230652, 0.018026, 0.073223, -0.001492, -0.276436, 0.001783, -0.286159, -0.055979, 0.109763, 0.844077, 0.007704, -0.029591, 0.223407, -0.241700, 0.044606, -1.008625, 0.115346, -0.026555, -0.249717, 0.096331, 0.143002, -0.071813, 0.263754, 0.030371, -0.308776, 0.043812, -0.015892, -0.084896, -0.010471, -0.030796, 0.144444, -0.030752, -0.240049, -0.097619, -0.055086, 0.055946, 0.327090, -0.070246, 0.191399, -0.249847, -0.241255, 0.142352, -3.008632, -0.073967, -0.236605, -0.180135, -0.081004, -0.706262, 0.396823, 1.264832, 0.018407, -0.063812, 0.054896, -0.074360, -0.000063, 0.751488, 0.112450, -0.125495, 0.065011, 0.060748, -0.021805, -0.080057, 0.344020, 0.368975, 0.294755, -0.175983, -0.102627, -0.366531, -0.061218, -0.494615, 0.360862, -0.195387, 0.089594, -0.026570, -0.267223, 0.755271, -1.657269, -0.160568, -0.295962
 0.003546, -0.067724, -0.219770, 0.024174, -0.124630, 0.313622, -0.543648, -1.186864, 0.108296, 0.120621, 0.018181, -0.269139, 0.099854, -0.365029, -0.057870, -0.146695, -0.530657, 0.096582, 0.056431, -0.025082, -0.068914, -0.057760, -0.553315, 0.054019, 0.110999, -0.068242, 0.042058, 0.199280, 0.109646, 0.158236, 0.753045, -0.303068, 0.138538, 0.016587, -0.070110, 0.590078, 0.059478, 0.045025, -0.052815, 0.008856, -0.065735, -0.005032, -0.263426, 0.526861, -0.018862, 0.076322, -0.258337, -0.109707, -1.271658, -3.214537, 0.030749, -0.179756, -0.031536, -0.284017, -0.741726, 0.339977, -1.177898, -0.092204, 0.056012, 0.303426, -0.003734, 0.173554, 2.552702, 0.094746, -0.629753, 0.078606, 0.248822, 0.024547, -0.157659, 2.137067, 0.385085, 0.320988, -0.115767, -0.035082, -0.305361, -0.016221, -1.179178, 1.285026, -0.195408, 0.016860, -0.087506, -0.033277, -0.242191, -1.886036, -0.110587, -0.331480
 0.045168, -0.077208, 0.091137, 0.109860, 0.006722, 0.067486, 0.161778, -1.154643, 0.048459, 0.062459, 0.002567, -0.149988, 0.159406, -0.128461, -0.169827, -0.078230, -1.147221, 0.112054, 0.073478, -0.263285, 0.047165, -0.114295, -0.501053, -0.082479, 0.068860, -0.092212, -0.039175, 0.166896, 0.017863, -0.035569, 0.623775, -0.191645, 0.073184, 0.073591, -0.051390, 0.379930, 0.281595, -0.059075, -0.000277, 0.248387, 0.044418, 0.045919, -0.323352, 0.196398, 0.060160, -0.124781, -0.054303, 0.039359, -1.844092, -2.031065, 0.079457, 0.006129, 0.034032, -0.303790, -0.353685, 0.076735, -3.182143, -0.218577, 0.088810, 0.041126, 0.065570, 0.153462, 1.636583, 0.033574, -0.750419, -0.138742, 0.260659, 0.072296, -0.218032, 0.677696, 0.227780, 0.138352, -0.025080, 0.071737, -0.109709, 0.024837, -0.872340, 0.197367, -0.074730, -0.149814, 0.073970, 0.243375, -1.086978, -0.926170, 0.047535, -0.125889
 0.043833, -0.041935, 0.296996, 0.108300, 0.025000, -0.214522, 0.952228, -0.129197, -0.058256, -0.055237, -0.037369, -0.022274, 0.133370, 0.149068, -0.241364, 0.468025, -0.431477, 0.110752, 0.038060, -0.301436, 0.004854, -0.100192, -0.706553, -0.135462, -0.077967, -0.198963, -0.084733, 0.026338, -0.310542, -0.186039, -0.230061, -0.097714, -0.034377, 0.103237, -0.115166, -0.507129, 0.363962, -0.093974, 0.066202, 0.330500, 0.080392, 0.091486, -0.150146, -0.433254, 0.085794, -0.247333, 0.149564, 0.087093, -0.924026, -0.419056, 0.045644, 0.123698, 0.055578, -0.109660, -0.035772, -0.199051, -3.327274, -0.227725, 0.011724, -0.361327, 0.098526, 0.002856, -0.891970, 0.012655, -0.262325, -0.291935, 0.137234, 0.107467, -0.205811, -2.781285, 0.005594, -0.126743, 0.027947, 0.122189, -0.016846, 0.054101, 0.186155, -1.907152, 0.054899, -0.247259, 0.244678, 0.268157, -1.159399, 0.418982, 0.159382, 0.125695
